1506,33369,55036
1598,32593,16447
1748,15739,58334
359,22463,11177
308,9183,86612
753,57917,48237
514,45135,13483
521,39982,40063
1411,72132,28499
512,66205,25554
24,7442,81704
300,46207,47145
45,85516,18247
103,74925,62290
1411,45707,5728
59,67239,4779
554,78981,31783
639,53465,21087
1755,66282,62507
1468,15366,647
1133,71121,6021
546,87273,49570
912,31679,62023
209,31883,73614
1405,51870,15916
1052,83971,40068
508,18712,63934
1608,41210,66873
1749,37886,29255
436,78986,88701
111,34271,91698
1140,41686,38406
1646,16917,46096
1453,49838,90556
1499,81906,54949
1601,40610,75525
690,71732,55515
526,85275,61313
1682,63582,33562
1132,61202,8413
390,19221,61268
1689,10007,2661
1301,90509,89790
343,6308,69793
738,52367,92910
1560,67071,85598
1523,10568,16054
865,28646,30315
1395,34271,34533
1527,13672,82366
1496,11807,42654
1032,4593,9062
33,85323,39669
152,34687,24743
616,46876,31619
1393,11232,43569
1204,20743,65981
751,26625,71003
1432,37093,65555
744,71082,17337
363,87005,80421
714,56905,93687
499,57406,73757
575,78323,24556
1448,32122,30174
1301,82835,60757
79,64900,62756
491,73158,31676
910,90342,51298
24,9450,94224
932,63003,30382
1243,80234,23752
272,21764,34099
1522,11700,21638
201,42062,30275
1580,18664,63117
621,13456,47690
1220,13569,8570
430,75794,87148
407,81328,88651
115,40741,88050
905,2698,13375
1285,53930,67991
1152,37169,28775
449,34972,4840
589,34405,44620
1206,27780,48736
1401,12554,9679
1460,59186,7915
1340,20259,64753
499,52835,67093
749,15171,27125
230,34250,40859
502,52756,14551
240,57027,5583
1105,6276,58212
454,21275,25544
685,74217,23202
1115,7443,58727
1337,58160,50186
1132,35764,38544
78,21313,20927
1140,79373,74627
6,59386,43824
1198,59932,72567
160,16468,50461
1688,22304,7403
1412,7355,52700
1368,88885,45851
1108,91954,45993
934,21093,64747
621,15453,24721
95,36550,39513
497,55750,11067
1372,30439,14162
1383,82468,50155
1713,86624,77833
98,61691,76702
74,84251,93392
879,3655,22483
1710,53955,77053
507,70303,28373
1192,32500,88840
90,91942,34027
265,69912,11674
1239,53330,79129
1238,39363,40454
441,81335,76613
710,365,16605
923,40476,64108
1691,78731,16211
1683,81344,68748
510,16829,64390
261,74375,24760
621,88079,14249
122,50686,90020
501,53517,88964
533,58486,88157
1548,40090,73674
1577,45254,56641
1058,53680,76592
770,65166,27230
586,92058,6480
104,10282,9932
717,81804,37807
946,91382,39791
1436,45989,22578
393,7391,18586
457,68936,75478
513,39094,73343
351,62732,35109
61,37066,74927
828,9503,40459
903,75692,17122
1289,91745,22019
416,9461,10202
645,6990,58480
1070,80416,59180
534,2345,18826
1124,6765,57434
282,57699,89624
1005,43857,27379
1443,90857,7396
393,47542,87874
755,48794,71245
