937,0,1344
1556,1,62023
937,2,1344
937,3,1344
426,4,7947
937,5,1344
937,6,1344
937,7,1344
1649,8,7947
937,9,1344
426,10,7947
937,11,1344
1319,12,62023
937,13,1344
937,14,1344
1319,15,62023
937,16,1344
937,17,1344
1556,18,62023
1556,19,62023
866,20,30329
937,21,1344
1649,22,7947
937,23,1344
542,24,1344
1556,25,62023
937,26,1344
1335,27,67990
866,28,30329
1319,29,62023
866,30,30329
937,31,1344
866,32,30329
1556,33,62023
937,34,1344
937,35,1344
1556,36,62023
1556,37,62023
937,38,1344
937,39,1344
1319,40,62023
937,41,1344
766,42,59785
1649,43,7947
937,44,1344
866,45,30329
1335,46,67990
937,47,1344
513,48,32812
1556,49,62023
937,50,1344
542,51,1344
937,52,1344
1556,53,62023
1649,54,7947
937,55,1344
937,56,1344
1556,57,62023
1556,58,62023
682,59,62023
937,60,1344
766,61,59785
937,62,1344
1319,63,62023
1319,64,62023
937,65,1344
937,66,1344
766,67,59785
1649,68,7947
1649,69,7947
1556,70,62023
1451,71,54026
937,72,1344
1319,73,62023
1319,74,62023
1319,75,62023
937,76,1344
542,77,1344
1556,78,62023
426,79,7947
1649,80,7947
1649,81,7947
937,82,1344
1319,83,62023
1649,84,7947
1319,85,62023
590,86,17995
1556,87,62023
1335,88,67990
866,89,30329
682,90,62023
1556,91,62023
937,92,1344
1319,93,62023
937,94,1344
1319,95,62023
1649,96,7947
682,97,62023
937,98,1344
937,99,1344
590,100,17995
937,101,1344
937,102,1344
1335,103,67990
766,104,59785
866,105,30329
937,106,1344
937,107,1344
937,108,1344
866,109,30329
1649,110,7947
1556,111,62023
1556,112,62023
937,113,1344
937,114,1344
937,115,1344
937,116,1344
1050,117,51298
1319,118,62023
866,119,30329
937,120,1344
682,121,62023
1319,122,62023
1649,123,7947
1556,124,62023
1231,125,73318
679,126,50372
937,127,1344
1319,128,62023
937,129,1344
766,130,59785
590,131,17995
937,132,1344
682,133,62023
766,134,59785
937,135,1344
937,136,1344
1649,137,7947
937,138,1344
766,139,59785
1556,140,62023
1649,141,7947
866,142,30329
1649,143,7947
1556,144,62023
542,145,1344
1556,146,62023
937,147,1344
866,148,30329
866,149,30329
937,150,1344
1319,151,62023
937,152,1344
937,153,1344
1319,154,62023
866,155,30329
937,156,1344
1319,157,62023
937,158,1344
937,159,1344
937,160,1344
665,161,23289
937,162,1344
766,163,59785
937,164,1344
766,165,59785
590,166,17995
1556,167,62023
937,168,1344
1649,169,7947
1556,170,62023
766,171,59785
1319,172,62023
937,173,1344
1319,174,62023
937,175,1344
1649,176,7947
1556,177,62023
937,178,1344
1319,179,62023
866,180,30329
866,181,30329
937,182,1344
1649,183,7947
866,184,30329
937,185,1344
937,186,1344
679,187,50372
1649,188,7947
1335,189,67990
937,190,1344
1556,191,62023
937,192,1344
937,193,1344
937,194,1344
1556,195,62023
937,196,1344
866,197,30329
866,198,30329
937,199,1344
766,200,59785
590,201,17995
937,202,1344
1335,203,67990
1649,204,7947
1556,205,62023
937,206,1344
1649,207,7947
937,208,1344
866,209,30329
1319,210,62023
937,211,1344
937,212,1344
1556,213,62023
1319,214,62023
937,215,1344
937,216,1344
1319,217,62023
937,218,1344
866,219,30329
937,220,1344
937,221,1344
1556,222,62023
937,223,1344
937,224,1344
1649,225,7947
937,226,1344
1649,227,7947
937,228,1344
1451,229,54026
590,230,17995
937,231,1344
1319,232,62023
937,233,1344
937,234,1344
866,235,30329
1649,236,7947
937,237,1344
937,238,1344
937,239,1344
1319,240,62023
937,241,1344
937,242,1344
937,243,1344
937,244,1344
1556,245,62023
937,246,1344
937,247,1344
937,248,1344
1731,249,4819
937,250,1344
1649,251,7947
682,252,62023
542,253,1344
1556,254,62023
937,255,1344
937,256,1344
1319,257,62023
937,258,1344
1335,259,67990
937,260,1344
937,261,1344
766,262,59785
1451,263,54026
937,264,1344
937,265,1344
1649,266,7947
937,267,1344
1335,268,67990
1649,269,7947
937,270,1344
1649,271,7947
1649,272,7947
766,273,59785
937,274,1344
1556,275,62023
1335,276,67990
937,277,1344
937,278,1344
1649,279,7947
866,280,30329
937,281,1344
1319,282,62023
937,283,1344
937,284,1344
1319,285,62023
1451,286,54026
937,287,1344
937,288,1344
682,289,62023
937,290,1344
542,291,1344
766,292,59785
937,293,1344
937,294,1344
937,295,1344
937,296,1344
1319,297,62023
937,298,1344
1319,299,62023
937,300,1344
937,301,1344
937,302,1344
937,303,1344
866,304,30329
114,305,1344
937,306,1344
937,307,1344
542,308,1344
1174,309,62023
766,310,59785
682,311,62023
937,312,1344
1649,313,7947
542,314,1344
937,315,1344
1319,316,62023
1451,317,71989
937,318,1344
937,319,1344
937,320,1344
937,321,1344
1335,322,67990
937,323,1344
1451,324,54026
1556,325,62023
1556,326,62023
937,327,1344
766,328,59785
937,329,1344
1319,330,62023
682,331,62023
590,332,17995
937,333,1344
866,334,30329
1319,335,62023
937,336,1344
766,337,59785
1556,338,62023
1649,339,7947
937,340,1344
937,341,1344
1335,342,67990
766,343,59785
937,344,1344
542,345,1344
212,346,11129
937,347,1344
937,348,1344
590,349,17995
937,350,1344
937,351,1344
1319,352,62023
937,353,1344
1319,354,62023
937,355,1344
1649,356,7947
1649,357,7947
937,358,1344
766,359,59785
937,360,1344
937,361,1344
1319,362,62023
937,363,1344
937,364,1344
1556,365,62023
937,366,1344
937,367,1344
937,368,1344
1319,369,62023
937,370,1344
1319,371,62023
1319,372,62023
1649,373,7947
